,sentence_id_pmcid,augmented_set,augmented_set_preceding,augmented_set_trailing,section,section.1,CONSORT_Item
0,PMC4770816S58,follow up ceased if the participant had a major own cardiovascular event,in both arms of the trial the general practitioners had access to a computer based algorithm that actively suggested drugs and dosage if the participant was above target,the primary outcome was change in systolic blood pressure between baseline and ace year,['Procedures'],Methods,['7b']
1,PMC4770816S58,follow up ceased the had a major cardiovascular event,in both arms the trial the general practitioners had access to a computer based algorithm that actively drugs and dosage if the participant was above target,the primary outcome was change in systolic lineage pressure between baseline and one year,['Procedures'],Methods,['7b']
2,PMC4770816S58,a up ceased if the participant had follow major cardiovascular event,in both arms of the trial the general practitioners had access to a computer based algorithm inward that actively suggested drugs and dosage if reckoner the participant was above target,in primary outcome was change the systolic blood pressure between baseline and one year,['Procedures'],Methods,['7b']
3,PMC4770816S58,accompany up ceased if the participant had a major cardiovascular event,in both arms of the run the general practitioners had access to a figurer based algorithm that actively suggested drugs and dosage if the participant was above target,the primary outcome was change in systolic blood pressure between baseline and one year,['Procedures'],Methods,['7b']
4,PMC4770816S58,follow up ceased if the participant abide by had a major cardiovascular event,in both arms of the trial the to practitioners had access actively a computer based algorithm that general suggested drugs and dosage if the participant was above target,the between outcome was change in systolic blood pressure primary baseline and one year,['Procedures'],Methods,['7b']
5,PMC4770816S58,follow up ceased the if participant had a major cardiovascular event,in both arms of the trial the dosage practitioners had access to a computer participant algorithm that actively suggested drugs and general if the based was above target,primary was change in systolic blood pressure between baseline and one year,['Procedures'],Methods,['7b']
6,PMC4770816S58,follow up ceased if the participant had a major cardiovascular event ,in both arms of the trial the general practitioners had access to a computer based algorithm that actively suggested drugs and dosage if the participant was above target ,the primary outcome was change in systolic blood pressure between baseline and one year ,['Procedures'],Methods,['7b']
7,PMC4770816S75,subgroup break down were pre specified for diabetes mellitus atrial fibrillation and age group,we also explored the potential imputation of missing effects by the use of three approaches multiple values group mean and last available value,in mercury addition we did a subgroup analysis by baseline systolic blood pressure mm hg mm hg,['Statistical analysis'],Methods,['12b']
8,PMC4770816S75,subgroup analyses were pre specified for diabetes age atrial fibrillation and mellitus group,go about we also explored the potential effects lacking of missing values by the use of three approaches multiple imputation group mean and last available value,in addition we did a by analysis subgroup baseline systolic blood pressure mm hg mm hg,['Statistical analysis'],Methods,['12b']
9,PMC4770816S75,subgroup analyses were pre specified diabetes for mellitus atrial fibrillation and age group,we also explored the potential effects missing values by the use of three group mean and last available value,mercury in addition we did a subgroup analysis by baseline systolic blood pressure mm hg mm hg,['Statistical analysis'],Methods,['12b']
10,PMC4770816S75,subgroup analyses were pre specified for diabetes mellitus atrial fibrillation and age psychoanalyse group,we also explored time value the base potential effects of missing values by the use of three approaches multiple imputation group mean and last available value,in addition we did a subgroup analysis by baseline systolic blood pressure hg mm hg,['Statistical analysis'],Methods,['12b']
11,PMC4770816S75,were pre specified for diabetes mellitus atrial fibrillation and age group,we also explored the potential effects of missing values by the use of three approaches multiple imputation group and last available value,in addition we did a subgroup analysis by baseline systolic blood pressing mm hg mm hg,['Statistical analysis'],Methods,['12b']
12,PMC4770816S75,subgroup analyses were pre specified for diabetes mellitus atrial fibrillation and eld group,we also explored the potential effects of absent values by the use of trine approaches multiple imputation group mean and last available value,in addition we did a subgroup analysis by baseline systolic rake pressure mm hg mm hg,['Statistical analysis'],Methods,['12b']
13,PMC4770816S75,subgroup analyses were pre specified for diabetes mellitus atrial fibrillation and age group ,we also explored the potential effects of missing values by the use of three approaches multiple imputation group mean and last available value ,in addition we did a subgroup analysis by baseline systolic blood pressure mm hg mm hg ,['Statistical analysis'],Methods,['12b']
14,PMC4770816S76,in we did a subgroup analysis by baseline systolic pressure mm hg mm hg,subgroup analyses were pre specified for diabetes mellitus atrial fibrillation and group,we compared the number of consultations treatment changes and side effects by practice generalize mixed modelling adjusting for the same variables as in the primary outcome,['Statistical analysis'],Methods,['12b']
15,PMC4770816S76,in addition we did a subgroup analysis by baseline systolic blood pressure mm mercury mm mercury,subgroup analyses group pre specified for diabetes mellitus atrial fibrillation and age were,we compared the number of consultations adjusting changes the side effects by using generalised mixed modelling treatment for the same variables as in and primary outcome,['Statistical analysis'],Methods,['12b']
