,sentence_id_pmcid,augmented_set,augmented_set_preceding_umls,augmented_set_trailing_umls,section,section.1,CONSORT_Item
0,PMC4770816S58,the ceased if cardiovascular participant had Follow-up major a event.,"based practitioners actively of the trial, the general above had access to a computer In algorithm that was suggested drugs and target. if the participant arms both dosage",The primary outcome was change and in blood systolic between year. pressure one baseline,['Procedures'],Methods,['7b']
1,PMC4770816S58,Follow-up ceased if the participant a major event.,"drug player In figurer both arms of the trial, the general practician practitioners had access to algorithmic rule a computer based algorithm that accession actively suggested drugs and dosage if drug the participant was establish above target.",The primary outcome was change in sbp between baseline and one year.,['Procedures'],Methods,['7b']
2,PMC4770816S58,follow up ceased if the player had a john major cardiovascular event.,"In both Upper Arms of the trial, the general practitioners had access to a computer based Calculated that actively suggested medicinal product and dosage if the participant was above target.",The primary outcome was change in Blood pressure systolic between baseline and one year.,['Procedures'],Methods,['7b']
3,PMC4770816S58,reexamination discontinue if the participant had a john major cardiovascular event.,"In both Brachium of the trial, the general practitioners had access to a computer based Calculated that actively suggested medicinal products and dosage if the participant was above target.",The primary change in systolic blood between baseline and one year.,['Procedures'],Methods,['7b']
4,PMC4770816S58,Follow-up john roy major ceased if player the participant had a follow up major cardiovascular event.,"inch both branch of the trial, the general practitioner had approach to a computing device free base algorithm that actively paint a picture drugs and dose if the participant was above target.",The primary outcome was change in Systolic blood pressure measurement between baseline and one year.,['Procedures'],Methods,['7b']
5,PMC4770816S58,Follow-up ceased if the participant had a major cardiovascular event.,"In both Arm between shoulder and elbow of the trial, the general practitioners had access to a computer based Calculated that actively suggested medicinal product and dosage if the participant was above target.",The primary quill outcome was change in systolic bloodline hale between service line and one year.,['Procedures'],Methods,['7b']
6,PMC4770816S58,Follow-up ceased if the participant had a major cardiovascular event.,"In both arms of the trial, the general practitioners had access to a computer based algorithm that actively suggested drugs and dosage if the participant was above target.",The primary outcome was change in systolic blood pressure between baseline and one year.,['Procedures'],Methods,['7b']
7,PMC4770816S75,"Subgroup analyses were pre-specified for ADULT ONSET DIABETES MELLITUS mellitus, Cardiac atrium fibrillation, and age group.","We also explored the potential effects of overlook valuate by the use of goods and services of three approaches: multiple imputation, mathematical group mean, and survive useable value.","we did a subgroup analysis by baseline blood pressure Hg, ≥140 mm",['Statistical analysis'],Methods,['12b']
8,PMC4770816S75,"Subgroup analyses were pre-specified for T2D mellitus, Atrium of heart fibrillation, and age group.","We also explored the potential value. by missing use and the values of three approaches: available imputation, effects mean, of last multiple group","In addition, we did a subgroup analysis by baseline Blood pressure systolic (<140 mm Hg, ≥140 mm Hg).",['Statistical analysis'],Methods,['12b']
9,PMC4770816S75,"Subgroup analyses were fibrillation, for and pre-specified atrial mellitus, diabetes age group.","also explored effects of missing values the use of three group mean, and last available","(<140 addition, we did analysis subgroup a by baseline systolic mm pressure In blood Hg, ≥140 mm Hg).",['Statistical analysis'],Methods,['12b']
10,PMC4770816S75,"subgroup analyze were pre-specified for diabetes mellitus, atrial fibrillation, and old age group.","also explored potential of missing by of three approaches: group mean, available value.","hoosier state addition, we did a subgroup analysis by service line systolic rakehell pressure level (<140 millimeter Hg, ≥140 millimeter Hg).",['Statistical analysis'],Methods,['12b']
